DISC_NR,filename
3529,"Official PlayStation 2 Magazine Demo 48 (Europe, Australia) (En,Fr,De,Es,It)"
3530,"Spider-Man (Europe, Australia) (Rev 1)"
3531,"Spider-Man 2 (Europe, Australia)"
3532,"Spider-Man 3 (Europe, Australia)"
3533,"True Crime - Streets of LA (Europe, Australia)"
3534,"Suffering, The (Europe) (En,Es,It)"
3543,Xenosaga Episode I - Der Wille zur Macht (Japan) (Premium Box)
3544,Xenosaga Episode II - Jenseits von Gut und Bose (Japan) (Disc 1) (Premium Box)
3545,Xenosaga Episode II - Jenseits von Gut und Bose (Japan) (Disc 2) (Premium Box)
3546,Xenosaga Episode III - Also sprach Zarathustra (Japan) (Disc 1)
3547,Xenosaga Episode III - Also sprach Zarathustra (Japan) (Disc 2)
3555,Xenosaga Freaks (Japan)
3556,"Zone of the Enders - The 2nd Runner (Europe) (En,Fr,De,Es,It) (Special Edition)"
3563,Metal Gear Solid 2 - Substance (USA)
3571,Xenosaga Episode III - Also sprach Zarathustra (Japan) (Taikenban)
3589,"Magazine Ufficiale PlayStation 2 Italia 11-04 (Italy) (En,Fr,De,Es,It)"
3591,"Great Escape, The (Europe) (En,Fr,De,Es,It)"
3592,Scarface - The World Is Yours (Europe)
3593,"TT Superbikes (Europe) (En,Fr,De,Es,It)"
3594,"Simpsons, The - Hit & Run (Europe, Australia) (En,Fr,De,Es)"
3595,"Harry Potter and the Prisoner of Azkaban (Europe) (En,Fr,De,Es,It,Nl,Pt)"
3596,"Crazy Taxi (Europe, Australia) (En,Fr,De,Es)"
3597,"SSX (Europe) (En,Fr,De)"
3598,"UEFA Euro 2004 - Portugal (Europe) (En,Fr,De,Es,It) (Demo)"
3599,"PS2 Bonus Demo Jan 2002 (Europe) (En,Fr,De,Es,It)"
3620,DreamWorks Shrek the Third (USA)
3621,DreamWorks & Aardman Flushed Away (USA)
3622,Barbie in The 12 Dancing Princesses (USA)
3623,Strawberry Shortcake - The Sweet Dreams Game (USA)
3640,Nicktoons Unite! (USA)
3718,Friends - The One with All the Trivia (USA)
3736,Yu-Gi-Oh! The Duelists of the Roses (USA)
3737,Romancing SaGa (USA)
3761,Disgaea 2 - Cursed Memories (USA)
3762,Soul Nomad & the World Eaters (USA)
3763,Onimusha 3 - Demon Siege (USA)
3764,Time Crisis - Crisis Zone (USA)
3765,Gitaroo Man (USA)
3767,Onimusha - Blade Warriors (USA)
3769,Onimusha - Warlords (USA)
3770,Onimusha - Dawn of Dreams (USA) (Disc 1)
3771,Onimusha - Dawn of Dreams (USA) (Disc 2)
3781,Drakengard (USA)
3785,Dawn of Mana (USA)
3786,Grandia II (USA)
3787,Fatal Frame (USA)
3788,Drakengard 2 (USA)
3789,Dirge of Cerberus - Final Fantasy VII (USA)
3790,"Open Season (Europe) (En,Fr,Es,Nl)"
3791,Resident Evil 4 (USA)
3792,Phantom Brave (USA)
3797,Musashi - Samurai Legend (USA)
3798,Tales of the Abyss (USA)
3799,Atelier Iris 3 - Grand Phantasm (USA)
3800,Ar Tonelico - Melody of Elemia (USA)
3801,Atelier Iris - Eternal Mana (USA)
3802,Red Ninja - End of Honor (USA)
3803,Suikoden V (USA)
3810,"OutRun 2006 - Coast 2 Coast (USA) (En,Fr,Es)"
3812,"Tom Clancy's Splinter Cell (Europe, Australia) (En,Fr,De,Es,It)"
3813,"Gran Turismo Concept - 2002 Tokyo-Geneva (Europe) (En,Fr,De,Es,It,Pt)"
3816,Mana Khemia - Alchemists of Al-Revis (USA)
3823,Final Fantasy XII (France)
3824,Final Fantasy X-2 (France)
3826,Unlimited Saga (USA)
3827,Castlevania - Curse of Darkness (USA)
3828,Wild Arms 3 (USA)
3833,Sakura Taisen - Atsuki Chishio ni (Japan)
3871,"WRC 4 - The Official Game of the FIA World Rally Championship (Europe, Australia) (En,Fr,De,Es,It,Pt,No,Fi) (v2.00)"
3878,"Ape Escape 3 (Europe) (En,Fr,De,Es,It)"
3879,"Shadow of the Colossus (Europe, Australia) (En,Fr,De,Es,It)"
3894,Street Fighter EX3 (USA)
3895,"Lord of the Rings, The - The Two Towers (Europe, Australia) (En,Nl,Sv)"
4009,Club Football 2005 - Rangers FC (UK)
4010,Club Football 2005 - Celtic FC (UK)
4013,Disney-Pixar The Incredibles (Europe)
4017,Need for Speed - Carbon (Russia)
4018,"Brothers in Arms - Earned in Blood (Europe) (En,Fr,De,Es,It)"
4044,Dragon Ball Z - Budokai Tenkaichi (USA)
4045,"Dragon Ball Z - Budokai Tenkaichi 2 (USA) (En,Ja)"
4046,"Dragon Ball Z - Budokai Tenkaichi 3 (USA) (En,Ja)"
4047,Evil Dead - A Fistful of Boomstick (USA)
4058,"Destroy All Humans! (Europe, Australia) (En,Fr,Es,It)"
4063,"Myst III - Exile (Europe) (En,Fr,De,Es,It,Nl)"
4064,"Mega Man X7 (Europe) (En,Fr,De,Es,It)"
4085,"Rugby League 2 (Europe, Australia)"
4086,"Rugby 08 (Europe, Australia)"
4087,Rugby League (Australia)
4093,"Buzz! The Hollywood Quiz (Scandinavia) (Sv,No,Da)"
4107,Buzz! The Sports Quiz (Australia)
4108,"Ratchet & Clank (Europe) (En,Fr,De,Es,It) (v1.00)"
4109,"GoldenEye - Rogue Agent (Europe) (En,It,Nl,Sv)"
4110,"Valkyrie Profile 2 - Silmeria (Europe, Australia)"
4111,"Syphon Filter - Dark Mirror (Europe, Australia) (En,Fr,De,Es,It)"
4123,"2002 FIFA World Cup (Europe) (En,Sv)"
4124,"24 - The Game (Europe, Australia) (En,Fr,De,Es,It,Nl,Pl,Cs,Hu) (v1.00)"
4125,Shin Megami Tensei - Persona 3 FES (USA)
4133,"Bob the Builder (Europe) (En,Sv,No,Da,Fi)"
4134,Metal Slug 4 (USA)
4135,Metal Slug 5 (USA)
4136,SingStar Svenska Hits Schlager (Sweden)
4137,SingStar Svenska Hits (Sweden)
4139,"187 - Ride or Die (Europe, Australia) (En,Fr,De,Es,It)"
4140,"Need for Speed - Most Wanted - Black Edition (Europe, Australia) (En,Fr,De)"
4148,"1945 I & II (Europe) (En,Fr,De,Es,It)"
4150,25 to Life (Europe)
4151,"Devil May Cry 3 - Dante's Awakening (Europe) (En,Fr,De,Es,It)"
4152,"God Hand (Europe) (En,Fr,De,Es,It)"
4153,"Juiced (Europe, Australia) (En,Fr,De,Es)"
4154,"Dot Hack Part 2 - Mutation (Europe) (En,Fr,De,Es,It)"
4156,"Tekken's Nina Williams in - Death by Degrees (Europe, Australia) (En,Es)"
4157,Dragon Ball Z - Budokai 2 (USA)
4158,"Syphon Filter - The Omega Strain (Europe, Australia) (En,Fr,De,Es,It)"
4170,Dragon Ball Z - Budokai (USA)
4171,Tom Clancy's Ghost Recon - Advanced Warfighter (USA)
4172,Herdy Gerdy (USA)
4175,"Myst III - Exile (USA) (En,Fr,Es)"
4176,God Hand (USA)
4177,"Onimusha 3 (Europe, Australia) (En,Fr,De,Es,It)"
4178,Magna Carta - Tears of Blood (Australia)
4179,"Terminator 3 - The Redemption (Europe, Australia) (En,Fr,De,Es,It)"
4180,"Devil Kings (Europe) (En,Fr,De,Es,It)"
4181,"Genji (Europe, Australia) (En,Ja,Fr,De,Es,It)"
4182,"Darkwatch (Europe, Australia) (En,Fr,De,Es,It)"
4183,Summoner (Europe)
4184,"Demon Chaos (Europe) (En,Fr,De,Es,It)"
4187,Yu-Gi-Oh! GX - The Beginning of Destiny (USA)
4188,Harvest Moon - A Wonderful Life - Special Edition (USA)
4189,Tiger Woods PGA Tour 2005 (USA)
4192,LEGO Star Wars - The Video Game (USA) (v2.00)
4198,LEGO Star Wars II - The Original Trilogy (USA)
4199,Viewtiful Joe (USA)
4200,Tiger Woods PGA Tour 2003 (USA)
4203,Atelier Iris 3 - Grand Phantasm (Europe)
4215,"7 Blades (Europe) (En,Fr,De)"
4228,"Silent Hill 4 - The Room (Japan) (En,Ja)"
4229,7 Wonders of the Ancient World (USA)
4230,SingStar '80s (Sweden) (v2.00)
4232,SingStar top.it (Italy)
4233,Pop'n Music 8 (Japan)
4234,Pop'n Music 9 (Japan)
4235,Gradius V (Japan)
4236,FIFA World Cup Germany 2006 (Europe)
4240,"Dragon Ball Z - Budokai 3 (Europe, Australia) (En,Fr,De,Es,It)"
4241,"Shadow Hearts - From the New World (Europe, Australia)"
4242,"Ace Combat - The Belkan War (Europe, Australia) (En,Fr,De,Es,It)"
4243,"Ace Combat - Squadron Leader (Europe, Australia) (En,Fr,De,Es,It)"
4244,"AirBlade (Europe, Australia) (En,Fr,De,Es,It)"
4246,"18 Wheeler - American Pro Trucker (Europe) (En,Fr,De,Es)"
4247,"TimeSplitters - Future Perfect (Europe) (En,Fr,De,Es,It)"
4249,X-treme Quads (Europe)
4250,Escape from Monkey Island (Europe)
4251,"Tom and Jerry in War of the Whiskers (Europe) (En,Fr,De,Es,It,Nl)"
4253,"Crash Nitro Kart (Europe) (En,Fr,De,Es,It,Nl)"
4254,"Ratchet & Clank (Europe, Australia) (En,Fr,De,Es,It) (v2.00)"
4255,"I-Ninja (Europe) (En,Fr,De,Es,It)"
4262,"Grand Theft Auto III (Europe) (En,Fr,De,Es,It) (v1.40)"
4282,"TimeSplitters (Europe) (En,Fr,De,Es,It)"
4283,"Clever Kids - Pony World (Europe, Australia) (En,Fr,De,Es,It,Pt)"
4285,"Dragon Ball Z - Budokai Tenkaichi 2 (Europe, Australia) (En,Fr,De,Es,It)"
4286,"Dark Cloud (Europe) (En,Fr,De,Es,It)"
4287,"Duel Masters (Europe, Australia) (En,Fr,De,Es,It)"
4288,"Dead to Rights II (Europe) (En,Fr,Es,It)"
4292,Aces of War (Europe)
4293,"Ace Combat - Distant Thunder (Europe, Australia) (En,Fr,De,Es,It)"
4294,"America's 10 Most Wanted (Europe) (En,Fr,De,Es,It)"
4300,50 Cent - Bulletproof (Australia)
4302,"TimeSplitters 2 (Europe) (En,Fr,De,Es,It)"
4303,"Network Access Disc (Europe) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi) (v4.03)"
4304,"Army Men - Sarge's War (Europe) (En,Fr,De,Es,It)"
4312,"10.000 Bullets (Europe) (En,Fr,De,Es,It)"
4315,"Half-Life (Europe, Australia)"
4318,Bonus Demo 4 (Europe)
4319,"Bonus Demo 12m (Europe) (En,Fr,De,Es,It)"
4320,"Pro Evolution Soccer 2 (Europe) (En,Fr,De,Es,It)"
4323,"Psychonauts (Europe) (En,Fr,De)"
4324,Who Wants to Be a Millionaire - Party Edition (Europe)
4329,"Suikoden V (Europe) (En,Fr,De,Es,It)"
4330,"Army Men - Major Malfunction (Europe, Australia)"
4332,Rockman X7 (Japan)
4333,XII Stag (Japan)
4337,"Virtua Fighter 4 (Europe) (En,Fr,De,Es,It)"
4340,Guitar Hero Encore - Rocks the 80s (USA)
4341,Hitman - Contracts (USA)
4342,Hitman 2 - Silent Assassin (USA) (v3.01)
4343,Hitman - Blood Money (USA)
4344,Kane & Lynch - Dead Men (USA) (Sneak Preview)
4345,Sly Cooper and the Thievius Raccoonus (USA)
4356,"4x4 Evo (Europe) (En,Fr,De)"
4358,"EyeToy - Groove (Europe, Australia) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi)"
4359,"Stunt GP (Europe) (En,Fr,De,Es,It,Nl,Sv)"
4360,Sly 2 - Band of Thieves (USA)
4361,Sly 3 - Honor Among Thieves (USA)
4362,Spider-Man 2 (USA)
4366,"Wacky Races Starring Dastardly & Muttley (Europe) (En,Fr,De,Es,It,Nl)"
4367,"XGIII - Extreme G Racing (Europe) (En,Fr,De,Es) (v1.02)"
4372,"DJ - Decks & FX - House Edition (Europe, Australia) (En,Fr,De,Es,It,Nl,Pt,No,Da)"
4373,Def Jam - Vendetta (Europe)
4374,"Alien Hominid (Europe, Australia) (En,Fr,De,Es,It,Nl)"
4375,"Disney-Pixar Finding Nemo (Scandinavia) (Sv,No,Da)"
4377,"10 Pin - Champions Alley (Europe) (En,Fr,De,Es,It,Nl)"
4382,Armored Core 3 (Europe)
4383,"Asterix & Obelix XXL (Europe) (En,Fr,De,Es,It)"
4402,"Dragon Ball Z - Budokai Tenkaichi (Europe, Australia) (En,Ja,Fr,De,Es,It)"
4403,"Dead to Rights (Europe) (En,Fr,Es,It)"
4413,Mushihimesama (Japan)
4414,"Super Robot Taisen Impact (Japan, Asia)"
4430,"Just Cause (Europe) (En,Es,It)"
4431,"Jaws Unleashed (Europe, Australia) (En,Fr,De,Es,It)"
4432,"Jumanji (Europe) (En,Fr,De,Es,It,Nl)"
4433,"007 - Everything or Nothing (Europe) (En,Es,It,Nl,Sv)"
4434,Deus Ex (Europe)
4435,"Destruction Derby Arenas (Australia) (En,Fr,De,Es,It,Pt)"
4447,SSX on Tour (Korea)
4486,"007 - Nightfire (Europe) (En,Fr,It,Nl,Sv)"
4487,"America's 10 Most Wanted (UK) (En,Fr,De,Es,It)"
4488,"Arc - Twilight of the Spirits (Europe) (En,Fr,De,Es,It)"
4496,I.Q Remix+ - Intelligent Qube (Japan) (Taikenban 1)
4498,Golf Paradise (Japan) (Taikenban)
4499,From Software First Previews (Japan)
4501,Fantavision (Japan) (Taikenban)
4502,Koei PlayStation 2 Line-Up (Japan)
4503,Konami PlayStation 2 Taikenban (Japan)
4504,0 Story (Japan) (Taikenban)
4508,"Def Jam - Fight for NY (Europe, Australia) (En,Fr)"
4509,"Dot Hack Part 1 - Infection (Europe) (En,Fr,De,Es,It)"
4510,"Downhill Domination (Europe) (En,Fr,De,Es,It)"
4511,"Disney-Pixar Cars (Europe, Australia) (v2.00)"
4512,Bass Strike (Europe)
4513,"Buzz! The Mega Quiz (Scandinavia) (Sv,No,Da)"
4514,"Crash Twinsanity (Europe, Australia) (En,Fr,De,Es,It)"
4515,"Disney's Donald Duck PK (Europe) (En,Fr,De,Es,It)"
4516,"FIFA Football 2002 (Europe) (En,De,Es,Nl,Sv)"
4517,Hitman 2 - Silent Assassin (Europe) (v2.00)
4518,"Project Zero 3 (Europe) (En,Fr,De,Es,It)"
4519,Obscure (Europe)
4522,"Rayman M (Europe) (En,Fr,De,Es,It) (v2.00)"
4523,"SingStar Anthems (Europe, Australia)"
4524,"SingStar Rock Ballads (Europe, Australia)"
4525,"7 Wonders of the Ancient World (Europe) (En,Fr,De,Es,It)"
4526,"Simpsons, The - Road Rage (Europe)"
4532,"Ridge Racer V (Europe) (En,Fr,De,Es,It)"
4533,"Theme Park World (Europe) (En,Fr,De)"
4534,"Thomas & Friends - A Day at the Races (Europe) (Sv,No,Da,Fi)"
4535,"Wild Wild Racing (Europe) (En,Fr,De,Es,It)"
4539,This Is Football 2003 (Europe)
4540,"Hobbit, The - The Prelude to the Lord of the Rings (Europe) (En,Fr,De,Es,It)"
4550,"Street Dance (Europe) (En,Fr,De,Es,It,Nl)"
4551,"WWI - Aces of the Sky (Europe, Australia)"
4552,"Gran Turismo 3 - A-Spec (Europe, Australia) (En,Fr,De,Es,It) (v1.00)"
4553,"FIFA Football 2003 (Europe) (En,Fr,De,Es,It,Nl,Sv)"
4554,"FIFA Football 2004 (Europe) (En,It,Nl,Sv) (v1.00)"
4555,"True Crime - New York City (Europe, Australia)"
4561,"4x4 Evo 2 (Europe) (En,Fr,De)"
4562,"Tony Hawk's Pro Skater 4 (Europe, Australia)"
4568,"International League Soccer (Europe) (En,Fr,De,Es,It)"
4570,"SWAT - Global Strike Team (Europe) (En,Fr,Es,It)"
4571,"Crash of the Titans (Scandinavia) (En,Sv,No,Da,Fi)"
4572,"Project Zero II - Crimson Butterfly (Europe) (En,Fr,De,Es,It)"
4573,LMA Manager 2004 (Europe)
4574,Indiana Jones and the Emperor's Tomb (Europe)
4575,"WCR - World Championship Rugby (Europe, Australia) (En,Fr)"
4576,"Total Club Manager 2004 (Europe) (En,Fr,De,Es)"
4577,"WRC II Extreme (Europe, Australia) (En,Fr,De,Es,It,Pt,Fi)"
4578,Resident Evil - Survivor 2 - Code - Veronica (Europe)
4582,"Simpsons Game, The (Europe, Australia) (En,No,Da,Fi)"
4583,"Playboy - The Mansion (Europe) (En,Fr,De,Es,It)"
4584,"21 Card Games (Europe, Australia)"
4585,"Championship Manager 5 (Europe, Australia) (En,Sv,No,Da)"
4586,Yakuza Fury (Europe)
4587,Paparazzi (Europe)
4588,"Seed, The - Warzone (Europe)"
4589,7 Sins (Europe)
4590,"Official PlayStation 2 Magazine Demo 1 (Europe, Australia) (En,Fr,De,Es,It)"
4591,Tekken Tag Tournament (Europe) (Demo)
4592,"Official PlayStation 2 Magazine Demo 2 (Europe, Australia) (En,Fr,De,Es,It)"
4593,"Official PlayStation 2 Magazine Demo 3 (Europe) (En,Fr,De,Es,It)"
4594,"Official PlayStation 2 Magazine Demo 5 (Europe, Australia) (En,Fr,De,Es,It)"
4595,007 - From Russia with Love (Europe) (Demo)
4596,"Saint Seiya - The Hades (Europe) (En,Fr,Es,It)"
4597,Leisure Suit Larry - Magna Cum Laude (Europe)
4600,FIFA Football 2005 (Europe)
4602,"007 - Agent Under Fire (Europe) (En,Fr,De,Es,Nl,Sv)"
4603,"Peter Jackson's King Kong - The Official Game of the Movie (Europe, Australia) (En,Fr,De,Es,It,Nl,Sv,No,Da,Fi)"
4605,"Thing, The (Europe) (En,Fr,Es,It)"
4606,"Urban Freestyle Soccer (Europe) (En,Fr,De,Es,It)"
4607,"WRC - World Rally Championship (Europe, Australia) (En,Fr,De,Es,It,Pt,Fi)"
4608,"Ephemeral Fantasia (Europe) (En,Fr,De)"
4609,"UEFA Euro 2004 - Portugal (Europe) (En,Sv,Da)"
4610,"Sims, The - Bustin' Out (Europe) (En,Fr,De,Es,It,Nl)"
4611,"007 - From Russia with Love (Europe) (En,Fr,De,Es,It,Nl,Sv)"
4612,Jade Cocoon 2 (Europe)
4613,"Worms Blast (Europe) (En,Fr,De,Es,It)"
4614,"Asterix & Obelix XXL 2 (Europe) (En,Fr,De)"
4619,"WRC 3 - The Official Game of the FIA World Rally Championship (Europe, Australia) (En,Fr,De,Es,It,Pt,No,Fi) (v1.01)"
4621,"Herdy Gerdy (Europe) (En,Fr,De,Es,It)"
4622,"FIFA 06 (Europe) (En,Nl,Sv,No,Da,Pl,El,Hu)"
4627,Terminator 3 - Rise of the Machines (Europe)
4628,"FIFA 08 (Europe) (En,Nl,Sv,No,Da)"
4629,"Extermination (Europe) (En,Fr,De,Es,It)"
4632,"Juiced 2 - Hot Import Nights (Europe, Australia) (En,Fr,De,Es,It)"
4633,"Dynasty Warriors 5 - Empires (Europe, Australia)"
4635,"Worms 3D (Europe) (En,Fr,De,Es,It)"
4636,"Wrath Unleashed (Europe) (En,Fr,De,Es,It)"
4637,"NHL 07 (Europe) (En,Fr,De,Sv,Fi,Cs)"
4638,"Suffering, The (Europe) (En,Fr,De)"
4639,"Grand Theft Auto - Vice City (Europe) (En,Fr,De,Es,It) (v3.00)"
4646,"Prince of Persia - Warrior Within (Europe) (En,Fr,De,Es,It) (Demo)"
4647,"Soldier of Fortune - Gold Edition (Europe) (En,Fr,De,Es,It) (v1.01)"
4648,"Chevaliers de Baphomet, Les - Le Manuscrit de Voynich (France)"
4650,"Taito Legends (Europe) (En,Fr,De,Es,It)"
4651,"Flintstones, The - Bedrock Racing (Europe) (En,Fr,De,Es,It,Nl,Sv,No,Da,Fi)"
4652,"Star Trek - Shattered Universe (Europe) (En,Fr,De)"
4670,Soulcalibur II (Europe) (Demo)
4671,"Suffering, The (Europe) (Demo)"
4672,"Disney's Stitch - Experiment 626 (Europe) (En,Sv)"
4673,"SCEE Catalogue Video (Europe) (En,Fr,De,Es,It)"
4674,"LEGO Star Wars - The Video Game (Europe) (En,Fr,De,Es,It,Nl,Da)"
4676,"Saint Seiya - The Sanctuary (Europe) (En,Fr,De,Es,It)"
4691,"Dragon Ball Z - Budokai 3 - Collector's Edition (Europe) (En,Fr,De,Es,It)"
4692,"Spyro - Enter the Dragonfly (Europe, Australia) (En,Fr,De,Es,It,Nl)"
4693,"DreamWorks Madagascar (Europe) (En,It,Sv)"
4706,Dot Hack Part 1 - Infection (USA)
4707,Dot Hack Part 2 - Mutation (USA)
4708,Dot Hack Part 4 - Quarantine (USA)
4709,Dot Hack Part 3 - Outbreak (USA)
4715,SNK vs. Capcom - SVC Chaos (Europe)
4722,"Dragon Ball Z - Budokai Tenkaichi 3 (Europe, Australia) (En,Fr,De,Es,It)"
4738,"Sega Ages 2500 Series Vol. 32 - Phantasy Star Complete Collection (Japan) (En,Ja)"
4770,Mercenaries 2 - World in Flames (USA)
4771,"Silent Hill Origins (USA) (En,Fr,De,Es,It)"
4772,Ultimate Board Game Collection (USA)
4773,Spyro - Enter the Dragonfly (USA)
4774,"Legend of Spyro, The - The Eternal Night (USA)"
4784,Monster Rancher Evo (USA)
4793,"Getaway, The (USA) (En,Fr,De,Es,It)"
4842,"FIFA 08 (Europe, Australia)"
4843,"Lord of the Rings, The - The Return of the King (Europe) (En,Nl,Pt,Sv,Pl)"
4844,"Marc Ecko's Getting Up - Contents Under Pressure (Europe) (En,Fr,De,Es,It)"
4845,"NBA Street Vol. 2 (Europe) (En,Fr)"
4846,"Odin Sphere (Europe) (En,Fr,De,Es,It)"
4847,Pacific Warriors II - Dogfight! (Europe)
4848,"Phantasy Star Universe (Europe) (En,Fr,De)"
4849,Street Fighter Alpha Anthology (Europe)
4850,"Suffering, The - Ties That Bind (Europe) (En,Es,It)"
4851,"Ys - The Ark of Napishtim (Europe) (En,Fr,De,Es,It)"
4857,"God of War II (Europe) (En,Fr,De,Es,It,Ru) (Demo)"
4874,Persona 4 (Japan)
4883,"Official PlayStation 2 Magazine Demo 37 (Europe, Australia) (En,Fr,De,Es,It)"
4893,"Official PlayStation 2 Magazine Demo 47 (Europe, Australia) (En,Fr,De,Es,It)"
4924,"Official PlayStation 2 Magazine Demo 60 (UK) (En,Fr,De,Es,It)"
4932,"Super Robot Taisen Z (Japan, Korea)"
4933,Maximo vs Army of Zin (USA)
4950,Pryzm - Chapter One - The Dark Unicorn (USA)
4951,"Nogizaka Haruka no Himitsu - Cosplay, Hajimemashita (Japan)"
4989,"Official PlayStation 2 Magazine Demo 39 (Europe, Australia) (En,Fr,De,Es,It)"
4990,Extermination (Japan) (Taikenban)
5038,"Guilty Gear XX Reload - The Midnight Carnival (Korea) (Ja,Ko)"
5059,"Official PlayStation 2 Magazine Demo 42 (Europe, Australia) (En,Fr,De,Es,It)"
5077,Siksin-ui Seong (Korea)
5078,Harvest Moon - Save the Homeland (USA)
5081,Gunbird - Premium Package (Korea)
5086,LEGO Batman - The Videogame (USA)
5119,Suikoden Tactics (USA)
5132,"Endgame (Europe) (En,Fr,De,Es,It)"
5133,"Formula One 2001 (Europe, Australia) (En,Fr,De,Es,It,Fi) (v2.00)"
5168,Evolution Skateboarding (USA)
5174,Shadow Hearts (USA)
5180,Wipeout Fusion (USA)
5181,World Championship Snooker 2004 (Europe)
5184,Haru no Ashioto - Step of Spring - Deliver Spring to Your Heart ... as Soon! (Japan)
5185,Memories Off (Korea)
5186,Colin McRae Rally 3 (USA)
5187,Crash Bandicoot - The Wrath of Cortex (USA) (v1.01)
5188,Second Sight (USA)
5189,Star Wars - Starfighter (USA) (Rev 1)
5192,WWE Crush Hour (Europe)
5199,"WWE SmackDown! vs. Raw (Europe, Australia)"
5200,"Victorious Boxers 2 - Fighting Spirit (Europe) (En,Fr,De)"
5201,"Vexx (Europe) (En,Fr,De,Es,It)"
5202,"Van Helsing (Europe, Australia) (En,Fr,De,Es,It)"
5203,Twisted Metal - Black Online (Europe)
5204,SSX (USA)
5205,Fugitive Hunter - War on Terror (USA)
5207,Suikoden IV (USA)
5209,"Tony Hawk's Underground 2 (Europe, Australia)"
5210,"Tom Clancy's Rainbow Six - Lockdown (Europe) (En,Fr,De,Es,It)"
5211,"Tokobot Plus - Mysteries of the Karakuri (Europe) (En,Fr,De,Es,It)"
5212,"Time Crisis II (Europe) (En,Fr,De,Es,It)"
5213,"Tiger Woods PGA Tour 2005 (Europe) (En,Fr,De,Sv) (v2.00)"
5219,"Getaway, The - Black Monday (Europe) (En,Fr,De,Es,It,Nl)"
5220,"SOCOM II - U.S. Navy SEALs (Europe) (En,Fr,De,Es,It)"
5221,"Shinobi (Europe) (En,Fr,De,Es,It)"
5222,"Sega Superstars (Europe, Australia) (En,Fr,Es,It)"
5223,"Reign of Fire (Europe) (En,Fr,De,Es,It)"
5224,"Kuri Kuri Mix (Europe) (En,Fr,De)"
5226,XGRA - Extreme G Racing Association (USA)
5227,Kinetica (USA)
5228,Red Faction (USA) (v1.01)
5229,SOCOM - U.S. Navy SEALs (USA) (v1.00)
5230,SOCOM II - U.S. Navy SEALs (USA)
5231,Stacked with Daniel Negreanu (USA)
5233,Fate-Stay Night - Realta Nua (Japan)
5234,"King of Fighters XI, The (USA, Canada)"
5235,Siren (USA)
5236,Tales of Legendia (USA)
5237,Sky Odyssey (USA)
5238,Wild Arms 5 (USA)
5239,SSX on Tour (USA)
5240,Wild Arms - Alter Code - F (USA)
5241,Tony Hawk's Underground (USA)
5242,Virtua Fighter 4 - Evolution (USA)
5243,"Athens 2004 (Europe, Australia) (En,Fr,De,Es,It,Pt)"
5244,"Choro Q HG 2 (Korea) (En,Fr,De)"
5274,Sega Ages 2500 Series Vol. 13 - OutRun (Japan)
5275,Simple 2000 Series Vol. 117 - The Reisen (Japan)
5276,Simple 2000 Series Vol. 121 - The Boku no Machi-zukuri 2 - Matching Maker 2.1 (Japan)
5277,Simple 2000 Series Vol. 112 - The Tousou Highway 2 - Road Warrior 2050 (Japan)
5278,Tekken Tag Tournament (Japan) (v3.00)
5279,Simple 2000 Series Vol. 119 - The Survival Game 2 (Japan)
5280,Simple 2000 Series Ultimate Vol. 31 - K-1 World Max 2005 - Sekai Ouja e no Michi (Japan)
5281,"Sword of Etheria, The (Europe) (En,Fr,De,Es,It)"
5282,"Warriors of Might and Magic (Europe) (En,Fr,De,Es,It)"
5328,Kingdom Hearts (Spain)
5329,Kingdom Hearts II (Spain)
5332,"Outlaw Golf 2 (Europe) (En,Fr,De,Es,It)"
5333,"Mission - Impossible - Operation Surma (Europe) (En,Fr,De,Es,It)"
5334,"R-Racing (Europe) (En,Fr,De,Es,It)"
5335,"Ninja Assault (Europe) (En,Fr,De,Es,It)"
5338,"Midway Arcade Treasures 3 (Europe, Australia)"
5339,"Mercury Meltdown Remix (Europe, Australia) (En,Fr,De,Es,It)"
5340,"Network Access Disc (Europe) (En,Fr,De,Es,It) (v1.03)"
